audience	ˈɔːdjəns	n.听众，观众，读者	2	aud		
author	ˈɔːθə	n.作者，作家	2			
authority	ɔːˈθɔriti	n.当局，官方；权力	2			
automatic	ˌɔːtəˈmætik	a.自动的；机械的	1	auto		
available	əˈveiləbl	a.可利用的；通用的	2	val		
average	ˈævəridʒ	n.平均数 a.平均的	2			
avoid	əˈvɔid	vt.避免，躲开；撤消	2	vac		
award	əˈwɔːd	n.奖，奖品；判定	2			
awkward	ˈɔːkwəd	a.笨拙的；尴尬的	1			
bacteria	bækˈtiəriə	n.细菌	1	bacter		
baggage	ˈbægidʒ	n.行李	2			
balance	ˈbæləns	vt.使平衡；称 n.天平	2			
banner	ˈbænə	n.旗，旗帜，横幅	2			
barber	ˈbɑːbə	n.理发师	2			
bare	beə	a.赤裸的；仅仅的	2			
bargain	ˈbɑːgin	n.交易 vi.议价；成交	2			
barrel	ˈbærəl	n.桶；圆筒；枪管	2			
barrier	ˈbæriə	n.栅栏，屏障；障碍	2			
basis	ˈbeisis	n.基础，根据	2			
beast	biːst	n.兽，野兽；牲畜	2			
behalf	biˈhɑːf	n.利益，维护，支持	1			
behave	biˈheiv	vi.表现，举止；运转	2			
behavior	biˈheivjə	n.行为，举止，态度	2			
being	ˈbiːiŋ	n.存在；生物；生命	2			
belief	biˈliːf	n.信任，相信；信念	2			
beloved	biˈlʌvid	a.为…的爱的 n.爱人	1			
bend	bend	vt.使弯曲 vi.弯曲	2			
beneath	biˈniːθ	prep.在…下方	2			
beneficial	beniˈfi∫əl	a.有利的，有益的	1	fac		
benefit	ˈbenifit	n.利益；恩惠；津贴	2	fac		
bet	bet	vt.&vi.&n.打赌	2			
betray	biˈtrei	vt.背叛；辜负；泄漏	1			
Bible	ˈbaibl	n.基督教《圣经》	2	bibli		
bind	baind	vt.捆绑；包扎；装钉	2			
bitter	ˈbitə	a.痛苦的；严寒的	2			
blade	bleid	n.刀刃，刀片；叶片	2			
blame	bleim	vt.责备，把…归咎于	2			
blank	blæŋk	a.空白的 n.空白	2			
blast	blɑːst	n.爆炸，冲击波 vt.炸	1			
blaze	bleiz	n.火；闪光 vi.燃烧	1			
bleed	bliːd	vi.出血，流血；泌脂	2			
blend	blend	vt.&vi.&n.混和	2			
bless	bles	vt.为…祝福	2			
bloom	bluːm	n.花；开花，开花期	2			
blossom	ˈblɔsəm	n.花，开花 vi.开花	2			
boast	bəust	vi.自夸 vt.吹嘘	1			
bold	bəuld	a.大胆的；冒失的	2			
bond	bɔnd	n.联结，联系；公债	2			
border	ˈbɔːdə	n.边，边缘；边界	2			
bore	bɔː	vt.使厌烦；钻，挖	1			
bosom	ˈbuzəm	n.胸，胸部；内心	1			
bough	bau	n.树枝	1			
bounce	bauns	vi.反跳，弹起；跳起	1			
bound	baund	a.一定的；有义务的	2			
boundary	ˈbaundəri	n.分界线，办界	2			
brake	breik	n.闸，刹车 vi.制动	2			
brand	brænd	n.商品；烙印 vt.铭刻	2			
breadth	bredθ	n.宽度，幅度；幅面	1			
breast	brest	n.乳房；胸脯，胸膛	2			
breed	briːd	n.品种 vt.使繁殖	2			
breeze	briːz	n.微风，和风	1			
brief	briːf	a.简短的；短暂的	2	brev		
brilliant	ˈbriljənt	a.光辉的；卓越的	2			
brim	brim	n.边，边缘；帽沿	1			
brisk	brisk	a.活泼的；清新的	1			
bristle	ˈbrisl	n.短而硬的毛；鬃毛	1			
British	ˈbriti∫	a.不列颠的，英联邦的	2			
brittle	ˈbritl	a.脆的；易损坏的	1			
bronze	brɔnz	n.青铜；青铜制品	1			
brood	bruːd	n.同窝幼鸟 vt.孵(蛋)	1			
brook	bruk	n.小河，溪流	1			
broom	bruːm	n.扫帚	2			
brow	brau	n.额；眉，眉毛	1			
bruise	bruːz	n.青肿，伤痕；擦伤	1			
brute	bruːt	n.禽兽，畜生	1			
bulk	bʌlk	n.物体，容积，大批	1			
bundle	ˈbʌndl	n.捆，包，束；包袱	2			
burden	ˈbəːdn	n.担子，重担；装载量	2			
bureau	bjuəˈrəu	n.局，司，处；社，所	1			
butcher	ˈbut∫ə	n.屠夫；屠杀者	2			
cabin	ˈkæbin	n.小屋；船舱，机舱	1			
cabinet	ˈkæbinit	n.橱，柜；内阁	1			
cable	ˈkeibl	n.缆，索；电缆；电报	2			
cafeteria	ˈkæfiˈtiəriə	n.自助食堂	1			
calculate	ˈkælkjuleit	vt.计算；估计；计划	2			
campaign	kæmˈpein	n.战役；运动	2			
canal	kəˈnæl	n.运河；沟渠；管	2			
candidate	ˈkændidit	n.候选人；投考者	1	cand		
cannon	ˈkænən	n.大炮，火炮；榴弹炮	2			
canoe	kəˈnuː	n.独木舟，皮艇，划子	2			
canteen	kænˈtiːn	n.小卖部；临时餐室	2			
canvas	ˈkænvəs	n.粗帆布；一块油画布	2			
capable	ˈkeipəbl	a.有能力的，有才能的	1	cap		
capacity	kəˈpæsiti	n.容量；能力；能量	1	cap		
capital	ˈkæpitəl	n.资本，资金；首都	1	capit		
captive	ˈkæptiv	n.俘虏，被监禁的人	1	cap		
capture	ˈkæpt∫ə	vt.捕获，俘获；夺得	1	cap		
career	kəˈriə	n.生涯，职业，经历	2			
cargo	ˈkɑːgəu	n.船货，货物	2			
carpenter	ˈkɑːpintə	n.木工，木匠	2			
carriage	ˈkæridʒ	n.客车厢；四轮马车	2			
carve	kɑːv	vt.刻，雕刻；切开	2			
cassette	kɑːˈset	n.盒式录音带；盒子	2			
cast	kɑːst	vt.投，扔，抛；浇铸	2			
casual	ˈkæʒuəl	a.偶然的；随便的	1	cad		
catalog	ˈkætəlɔg	n.目录，目录册	1	log		
cathedral	kəˈθiːdrəl	n.总教堂；大教堂	2			
cause	kɔːz	n.原因，理由；事业	2	caus		
cease	siːs	vi.&vi.&n.停止，停息	1	ced		
ceiling	ˈsiːliŋ	n.天花板，顶蓬	2			
cellar	ˈselə	n.地窑，地下室	2			
cement	siˈment	n.水泥；胶泥 vt.粘结	2			
centigrade	ˈsentigreid	a.百分度的	2	cent	cent,grad	cent(百)+grad(步)，百分度
ceremony	ˈseriməni	n.典礼，仪式；礼节	2			
certain	ˈsəːtən	a.确实的；肯定的	2	cern		
certificate	səˈtifikit	n.证书，证件，执照	1	cern		
challenge	ˈt∫ælindʒ	n.挑战；要求，需要	2			
chamber	ˈt∫eimbə	n.会议室；房间；腔	2			
champion	ˈt∫æmpjən	n.冠军，得胜者	2			
channel	ˈt∫ænl	n.海峡；渠道；频道	2			
chapter	ˈt∫æptə	n.章，回，篇	2	capit		
character	ˈkæriktə	n.性格；特性；角色	2			
characteristic	ˌkæriktəˈristik	a.特有的 n.特性	1			
charge	t∫ɑːdʒ	vt.索价；控告 n.费用	2			
charity	ˈt∫æriti	n.施舍；慈善事业	1			
chart	t∫ɑːt	n.图，图表；海图	2			
chase	t∫eis	n.追逐，追赶，追求	2			
chemical	ˈkemikəl	a.化学的 n.化学制品	2			
chemist	ˈkemist	n.化学家；药剂师	2			
cheque	t∫ek	n.支票	2			
chief	t∫iːf	a.主要的；首席的	2	capit		
chill	t∫il	vt.使变冷 n.寒冷	2			
choke	t∫əuk	vt.使窒息；塞满	2			
Christian	ˈkristjən	n.基督教徒；信徒	2			
cigarette	sigəˈret	n.香烟，纸烟，卷烟	2			
circuit	ˈsəːkit	n.电路；环行；巡行	1	circ		
circular	ˈsəːkjulə	a.圆的；循环的	2	circ		
circulate	ˈsəːkjuleit	vt.使循环 vi.循环	1	circ		
circumference	səˈkʌmfərəns	n.圆周，周长，圆周线	1	fer		
circumstance	ˈsəːkəmstəns	n.情况，条件；境遇	2	sist		
civil	ˈsivl	a.公民的；文职的	2	civ		
civilization	sivəliˈzei∫ən	n.文明，文化；开化	2	civ		
claim	kleim	vt.声称，主张；索取	1	claim		
clarify	ˈklærifai	vt.澄清，阐明	1	clar		
classify	ˈklæsifai	vt.把…分类	1			
climate	ˈklaimit	n.气候；风土，地带	2	clin		
clue	kluː	n.线索，暗示，提示	2			
clumsy	ˈklʌmzi	a.笨拙的；愚笨的	2			
code	kəud	n.准则；法典；代码	2			
collapse	kəˈlæps	vi.倒坍；崩溃，瓦解	1	laps		
colleague	ˈkɔliːg	n.同事，同僚	1	lect		
collect	kəˈlekt	vt.收集 vi.收款	2	lect		
collision	kəˈliʒən	n.碰撞；冲突	1			
colony	ˈkɔləni	n.殖民地；侨居地	1			
column	ˈkɔləm	n.柱，支柱，圆柱	1			
combination	ˌkɔmbiˈnei∫ən	n.结合,联合;化合	1			
combine	kəmˈbain	vt.使结合；兼有	2			
comfort	ˈkʌmfət	n.舒适；安慰 vt.安慰	2	fort		
command	kəˈmɑːnd	vt.命令，指挥；控制	2	mand		
comment	ˈkɔment	n.评论，意见；注释	2	ment		
commerce	ˈkɔmə(ː)s	n.商业，贸易；社交	1	merc		
commercial	kəˈməː∫əl	a.商业的；商品化的	1	merc		
commission	kəˈmi∫ən	n.委任状；委员会	1	mit		
commit	kəˈmit	vt.犯(错误);干(坏事)	1	mit		
committee	kəˈmiti	n.委员会；全体委员	2	mit		
communicate	kəˈmjuːnikeit	vi.通讯;传达;传播	2			
communication	kəˌmjuːniˈkei∫n	n.通讯;传达；交通	2			
community	kəˈmjuːniti	n.社区；社会；公社	2			
companion	kəmˈpænjən	n.同伴;共事者;伴侣	1			
compare	kəmˈpeə	vt.比较，对照；比作	2	par		
comparison	kəmˈpærisn	n.比较，对照；比似	2	par		
compel	kəmˈpel	vt.强迫，迫使屈服	1	pel		
compete	kəmˈpiːt	vi.比赛；竞争；对抗	2	pet		
competent	ˈkɔmpitənt	a.有能力的；应该做的	1	pet		
competition	kɔmpiˈti∫ən	n.竞争，比赛	2	pet		
complain	kəmˈplein	vi.抱怨，拆苦；控告	2			
complex	ˈkɔmpleks	a.结合的；复杂的	2	plic		
complicated	ˈkɔmplikeitid	a.复杂的，难懂的	2	plic		
component	kəmˈpəunənt	n.组成部分；分；组件	1	pon		
compose	kəmˈpəuz	vt.组成，构成；创作	1	pon		
composition	kɔmpəˈzi∫ən	n.构成；作品；写作	1	pon		
compound	ˈkɔmpaund	n.化合物；复合词	1	pon		
comprehension	ˌkɔmpriˈhen∫ən	n.理解，理解力；领悟	1	prehend		
comprehensive	ˌkɔmpriˈhensiv	a.广泛的；理解的	1	prehend		
compress	kəmˈpres	vt.压紧，压缩	1			
comprise	kəmˈpraiz	vt.包含，包括；构成	1	prehend		
compromise	ˈkɔmprəmaiz	n.妥协，和解	1	mit		
conceal	kənˈsiːl	vt.把…隐藏起来	1			
concentrate	ˈkɔnsentreit	vt.集中；聚集；浓缩	2			
concept	ˈkɔnsept	n.概念，观念，设想	2	cap		
concern	kənˈsəːn	n.关心，挂念；关系	2	cern		
conclude	kənˈkluːd	vt.推断出；结束	2	clud		
conclusion	kənˈkluːʒən	n.结论，推论；结尾	2	clud		
concrete	ˈkɔnkriːt	n.混凝土；具体物	1	creas		
condemn	kənˈdem	vt.谴责，指责；判刑	1	dam		
condition	kənˈdi∫ən	n.状况，状态；环境	2	dic		
conduct	ˈkɔndʌkt,-dəkt	n.举止，行为；指导	2	duc		
conference	ˈkɔnfərəns	n.会议，讨论会	1	fer		
confess	kənˈfes	vt.供认，承认；坦白	1			
confidence	ˈkɔnfidəns	n.信任；信赖；信心	2	fid		
confident	ˈkɔnfidənt	n.确信的，自信的	2	fid		
confine	ˈkɔnfain	vt.限制；禁闭	1	fin		
confirm	kənˈfəːm	vt.证实，肯定；批准	2	firm		
conflict	ˈkɔnflikt	n.争论；冲突；斗争	1			
confuse	kənˈfjuːz	vt.使混乱，混淆	2	fus		
congratulate	kənˈgrætjuleit	vt.祝贺,向…道喜	1	grat		
congress	ˈkɔŋgres	n.大会；国会，议会	1	grad		
conjunction	kənˈdʒʌŋk∫ən	n.接合,连接(词)	1	junct		
connect	kəˈnekt	vt.连接，连结；联系	2	nect		
conquer	ˈkɔŋkə	vt.征服，战胜；破除	1	quir		
conscience	ˈkɔn∫əns	n.良心，道德心	1	sci		
conscious	ˈkɔn∫əs	a.意识到的；有意的	2	sci		
consent	kənˈsent	n.同意，赞成 vi.同意	1	sens		
consequence	ˈkɔnsikwəns	n.结果，后果	2	sequ		
conservation	ˌkɔnsə(ː)ˈvei∫ən	n.保存，保护；守恒	1	serv		
conservative	kənˈsəːvətiv	a.保守的 n.保守的人	1	serv		
consider	kənˈsidə	vt.认为；考虑；关心	2			
considerable	kənˈsidərəbl	a.相当大的;重要的	1			
considerate	kənˈsidərit	a.考虑周到的；体谅的	1			
consist	kənˈsist	vi.由…组成；在于	1	sist		
consistent	kənˈsistənt	a.坚持的，一贯的	1	sist		
constant	ˈkɔnstənt	a.经常的；永恒的	2	sist		
constitution	ˌkɔnstiˈtjuː∫ən	n.章程;体质;构造	1	sist		
construct	kənˈstrʌkt	vt.建造；建设；构筑	1	stru		
consult	kənˈsʌlt	vt.请教，查阅	1			
consume	kənˈsjuːm	vt.消耗，消费；消灭	1	sum		
consumption	kənˈsʌmp∫ən	n.消耗量；消耗	1	sum		
contact	ˈkɔntækt	vt.使接触；与…联系	2	tach		
contain	kənˈtein	vt.包含，容纳；等于	2	tain		
contemporary	kənˈtempərəri	a.当代的，同时代的	1	temp		
contempt	kənˈtempt	n.轻蔑；藐视；受辱	1			
content	kənˈtent	n.内容，目录；容量	2	tain		
contest	ˈkɔntest	vt.争夺，争取；辩驳	1	test		
continent	ˈkɔntinənt	n.大陆；陆地；洲	2	tain		
continual	kənˈtinjuəl	a.不断的；连续的	1	tain		
continue	kənˈtinjuː	vt.继续，连续；延伸	2	tain		
continuous	kənˈtinjuəs	a.连续不断的，持续的	2	tain		
contract	ˈkɔntrækt	n.契约，合同；婚约	2	tract		
contradiction	ˌkɔntrəˈdik∫ən	n.矛盾，不一致；否认	1	dic		
contrary	ˈkɔntrəri	a.相反的 n.相反	2			
contrast	ˈkɔntræst	n.对比，对照，悬殊	2			
contribute	kənˈtribjuːt	vt.捐献，捐助；投稿	2	trib		
control	kənˈtrəul	vt.控制，克制 n.控制	2			
convenience	kənˈviːnjəns	n.便利,方便；厕所	2	ven		
convention	kənˈven∫ən	n.习俗，惯例；公约	1	ven		
conventional	kənˈven∫ənl	a.普通的；习惯的	1	ven		
conversely	ˈkɔnvəːsli	ad.相反地	1	vert		
convert	kənˈvəːt	vt.使转变；使改变	1	vert		
convey	kənˈvei	vt.传送；运送；传播	1	vi		
convince	kənˈvins	vt.使确信，使信服	2	vinc		
cooperate	kəuˈɔpəreit	vi.合作，协作；配合	2	oper		
coordinate	kəuˈɔːdinit	vt.使协调，调节	1	ord		
cope	kəup	vi.对付，应付	1			
core	kɔː	n.果实的心，核心	2			
corporation	ˌkɔːpəˈrei∫ən	n.公司，企业；社团	1	corp		
correct	kəˈrekt	a.正确的 vt.纠正	2	reg		
correspond	kɔːrəˈspɔnd	vi.相符合；相当	1			
corridor	ˈkɔridɔː	n.走廊，回廊，通路	1	cur		
council	ˈkaunsil	n.理事会，委员会	1			
couple	ˈkʌpl	n.夫妇；(一)对；几个	2			
courage	ˈkʌridʒ	n.勇气，胆量，胆识	2	cor		
court	kɔːt	n.法院，法庭；庭院	2			
crack	kræk	n.裂缝，裂纹 vi.爆裂	2			
craft	krɑːft	n.工艺；手艺，行业	2			
crash	kræ∫	vi.碰撞，坠落 n.碰撞	2			
create	kriˈeit	vt.创造；引起，产生	2	creas		
creature	ˈkriːt∫ə	n.生物，动物，家畜	2	creas		
credit	ˈkredit	n.信用贷款；信用	2	cred		
crime	kraim	n.罪，罪行；犯罪	2	cern		
criminal	ˈkriminl	n.犯人，罪犯，刑事犯	2	cern		
crisis	ˈkraisis	n.危机；存亡之际	2	cern		
critic	ˈkritik	n.批评家，爱挑剔的人	2	cern		
critical	ˈkritikəl	a.决定性的；批评的	2	cern		
criticism	ˈkritisiz(ə)m	n.批评；批判；评论	2	cern		
criticize	ˈkritisaiz	vt.批评；评论；非难	2	cern		
crush	krʌ∫	vt.压碎，碾碎；镇压	2			
cultivate	ˈkʌltiveit	vt.耕；种植；培养	2			
culture	ˈkʌlt∫ə	n.文化，文明；教养	2			
cure	kjuə	vt.医治；消除 n.治愈	2	cur		
curiosity	ˌkjuəriˈɔsiti	n.好奇，好奇心；珍品	2	cur		
curious	ˈkjuəriəs	a.好奇的；稀奇古怪的	2	cur		
current	ˈkʌrənt	a.当前的；通用的	2	cur		
curve	kəːv	n.曲线；弯 vt.弄弯	2			
custom	ˈkʌstəm	n.习惯，风俗；海关	2			
cycle	ˈsaikl	n 自行车，循环	2	circ		
damage	ˈdæmidʒ	vt.损害，毁坏 n.损害	2	dam		
data	ˈdeitə	n.数据; 资料	2	don		
dawn	dɔːn	n.黎明；开端 vi.破晓	2			
debate	diˈbeit	n.&vi.争论，辩论	2			
debt	det	n.债，债务，欠债	2			
decade	ˈdekeid	n.十年，十年期	2			
decay	diˈkei	vi.腐烂；衰败 n.腐烂	2	cad		
deceive	diˈsiːv	vt.欺骗，蒙蔽，行骗	2	cap		
decent	ˈdiːsnt	a.正派的；体面的	2			
decide	diˈsaid	vt.决定，决心；解决	2	cid		
decision	diˈsiʒən	n.决定，决心；果断	2	cid		
declare	diˈkleə	vt.断言；声明；表明	2	clar		
decorate	ˈdekəreit	vt.装饰，装璜，修饰	2			
decrease	diːˈkriːs	vi.&n.减少，减少	2	creas		
deduce	diˈdjuːs	vt.演绎，推论，推断	2	duc		
defeat	diˈfiːt	vt.战胜，击败；挫败	2	fac		
defect	diˈfekt	n.缺点，缺陷，欠缺	2	fac		
defend	diˈfend	vt.保卫，防守	2	fend		
define	diˈfain	vt.给…下定义；限定	2	fin		
definite	ˈdefinit	a.明确的；肯定的	2	fin		
definitely	ˈdefinitli	ad.一定地，明确地	2	fin		
definition	ˌdefiˈni∫ən	n.定义，释义；定界	2	fin		
delay	diˈlei	vt.推迟；耽搁；延误	2			
delegation	ˌdeliˈgei∫ən	n.代表团	1	lect		
delete	diˈliːt	vt.删除；擦掉	2			
delicate	ˈdelikit	a.纤细的；易碎的	2			
delight	diˈlait	n.快乐 vt.使高兴	2			
deliver	diˈlivə	vt.投递，送交；发表	2	liber		
demand	diˈmɑːnd	vt.要求；需要；询问	2	mand		
democracy	diˈmɔkrəsi	n.民主，民主制	2	dem	dem,crat	dem(人民)+crat(统治)，人民做主
democratic	ˌdeməˈkrætik	a.民主的，民主政体的	2	dem	dem,crat	dem(人民)+crat(统治)，人民当家
demonstrate	ˈdemənstreit	vt.说明;论证;表露	2	mon		
dense	dens	a.密集的；浓厚的	2			
deny	diˈnai	vt.否定；拒绝相信	2	neg		
depart	diˈpɑːt	vi.离开，起程；出发	2	part		
department	diˈpɑːtmənt	n.部,司,局,处,系	2	part		
departure	diˈpɑːt∫ə	n.离开，出发，起程	2	part		
depend	diˈpend	vi.依靠，依赖；相信	2	pend		
deposit	diˈpɔzit	vt.使沉淀；存放	2	pon		
depress	diˈpres	vt.使沮丧；按下	2			
derive	diˈraiv	vt.取得 vi.起源	2			
descend	diˈsend	vi.下来，下降；下倾	2			
describe	disˈkraib	vt.形容；描写，描绘	2	scrib		
deserve	diˈzəːv	vt.应受，值得	2	serv		
design	diˈzain	vt.设计 n.设计；图样	2	sign		
desirable	diˈzaiərəbl	a.值得相望的；可取的	2			
desire	diˈzaiə	vt.相望；要求 n.愿望	2			
despair	disˈpeə	n.绝望 vi.绝望	2	sper		
desperate	ˈdespərit	a.拼死的；绝望的	2	sper		
despise	disˈpaiz	vt.鄙视，蔑视	1	spec		
despite	disˈpait	prep.不管，不顾	2	spec		
destination	ˌdestiˈnei∫ən	n.目的地,终点；目标	2	sist		
destroy	disˈtrɔi	vt.破坏；消灭；打破	2	stru		
